url,title,meta_description,scraped_at,text_length,num_links,num_images,custom_prices,custom_addresses,custom_descriptions,custom_features
https://shopeefood.vn/ho-chi-minh/food,,,2025-06-01 17:52:12,0,0,0,,,,
